UID,SEG,translation,profanity
METALW-037738-0005,"Genial, ¿puedo pedir un queso extra grande con las cebollas caramelizadas y pepperoni, por favor?","Great, can I order an extra large cheese with caramelized onions and pepperoni, please?",None
METALW-037738-0006,Desafortunadamente hoy también nos hemos quedo sin pepperoni.,Unfortunately today we also have been without pepperoni.,None
METALW-037738-0007,zurcir... tener alguna salchicha?,mend... have any sausages?,None
METALW-037738-0008,¡Tenemos salchichas!,We got sausages!,None
METALW-037738-0009,¡Yay! ¿Cuándo estará listo mi pedido?,Yay! When will my order be ready?,None
METALW-037738-0010,Su pedido estará listo en 22 minutos.,Your order will be ready in 22 minutes.,None
METALW-037739-0000,"Hola, ¿puedo ayudarte?","Hi, can I help you?",None
METALW-037739-0001,Me gustaría pedir una pizza,I'd like to order a pizza,None
METALW-037739-0002,Puedo ayudar con eso. ¿Qué te gustaría?,I can help with that. What would you like?,None
METALW-037739-0003,"Me gustaría una pizza grande con pimientos, aceitunas y champiñones","I'd like a big pizza with peppers, olives and mushrooms",None
METALW-037739-0004,"Lo siento, no tenemos aceitunas en este momento. ¿Te gustaría probar algo más?","I'm sorry, we don't have any olives right now. Would you like to try something else?",None
METALW-037739-0005,"Ok, ¿qué tal pollo","Okay, how about chicken",None
METALW-037739-0006,"Tenemos pollo. Su pedido es una pizza grande con pollo, pimientos y champiñones. ¿Eso completa tu pedido?","We have chicken. Your order is a large pizza with chicken, peppers and mushrooms. Does that complete your order?",None
METALW-037739-0007,"Sí, eso es todo","Yes, that's all.",None
METALW-037739-0008,Bien. Su pedido estará listo para ser recogido en 20 minutos. ¡Gracias!,Not bad. Your order will be ready to be picked up in 20 minutes. Thank you!,None
METALW-037739-0009,Gracias cant espera,Thank you can't wait,None
METALW-037739-0010,.,.,None
METALW-037740-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037740-0001,Quiero preguntar sobre una cobertura de pizza,I want to ask about a pizza cover,None
METALW-037740-0002,¿Qué clase de cobertura te estás preguntando?,What kind of coverage are you wondering?,None
METALW-037740-0003,Quiero saber si la cobertura de piña está disponible,I want to know if pineapple topping is available,None
METALW-037740-0004,"No está disponible para pedir, por desgracia.","It's not available to order, unfortunately.",None
METALW-037740-0005,¿Qué pasa con la cobertura de champiñones,What about mushroom topping,None
METALW-037740-0006,El champiñones tampoco está disponible. ¿Tienes otras opciones?,Mushrooms are also not available. Do you have other options?,None
METALW-037740-0007,"Hmm, ¿qué tal pepperoni regular","Hmm, how about regular pepperoni",None
METALW-037740-0008,Incluso eso está actualmente agotado. Ha sido una temporada de pizzas muy concurrida.,Even that's currently exhausted. It's been a busy pizza season.,None
METALW-037740-0009,"De acuerdo, gracias","All right, thank you.",None
METALW-037740-0010,¡De nada!,You are welcome!,None
METALW-037741-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037741-0001,Hola puedo pedir una pizza,Hi I can order a pizza,None
METALW-037741-0002,"Claro, ¿de dónde te gustaría pedir?","Sure, where would you like to ask for?",None
METALW-037741-0003,Dominó,domino,None
METALW-037741-0004,"He levantado un Dominó cerca de ti, ¿qué te gustaría?","I raised a Domino near you, what would you like?",None
METALW-037741-0005,¿Puedes decirme si ofrecen piña como cobertura?,Can you tell me if they offer pineapple as cover?,None
METALW-037741-0006,"Lo siento, pero esa cobertura no está disponible en este momento.","I'm sorry, but that coverage isn't available right now.",None
METALW-037741-0007,"Está bien, ¿puedo conseguir una cosa corteza con jamón y champiñones y luego por favor","Okay, can I get a crust thing with ham and mushrooms and then please",None
METALW-037741-0008,"Quieres una pizza de corteza fina, con jamón y champiñones, ¿correcto? ¿Qué tamaño te gustaría?","You want a thin-crust pizza with ham and mushrooms, right? How size would you like?",None
METALW-037741-0009,Grande por favor,Big please,None
METALW-037741-0010,"Bien, he seguido adelante y he hecho ese pedido para ti.","Well, I moved on and placed that order for you.",None
METALW-037741-0011,Gracias,Thank you,None
METALW-037742-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037742-0001,Quiero pedir pizza,I want to order pizza,None
METALW-037742-0002,"Bien, ¿de qué tamaño?","Well, what size?",None
METALW-037742-0003,Un gran por favor,A big one please,None
METALW-037742-0004,¿Qué hay de los ingredientes?,What about the ingredients?,None
METALW-037742-0005,"Quiero piña, tocino y aceitunas por favor","I want pineapple, bacon and olives please",None
METALW-037742-0006,"lo siento, no tenemos aceitunas","I'm sorry, we don't have olives",None
METALW-037742-0007,¿Puedo conseguir tomates en su lugar?,Can I get tomatoes instead?,None
METALW-037742-0008,"¡Sí, lo tengo para ti!","Yes, I have it for you!",None
METALW-037742-0009,Gracias,Thank you,None
METALW-037742-0010,¡bienvenido!,welcome!,None
METALW-037743-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037743-0001,"Hola, tengo una pregunta.","Hi, I have a question.",None
METALW-037743-0002,¿Cuál es tu pregunta?,What's your question?,None
METALW-037743-0003,"Tu restaurante vende pizza, ¿verdad?","Your restaurant sells pizza, doesn't it?",None
METALW-037743-0004,"Sí, vendemos pizza.","Yes, we sell pizza.",None
METALW-037743-0005,¿Tienes pizza con piña?,Do you have pizza and pineapple?,None
METALW-037743-0006,Actualmente no hay piña disponible.,There is currently no pineapple available.,None
METALW-037743-0007,¿Qué tal el champiñones pepperoni?,How's the pepperoni mushrooms?,None
METALW-037743-0008,"Lo siento, pero estamos fuera de pepperoni y champiñones.","I'm sorry, but we're out of pepperoni and mushrooms.",None
METALW-037743-0009,"Vale, gracias.",Ok thank you.,None
METALW-037743-0010,Gracias.,Thank you.,None
METALW-037744-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037744-0001,Hola,Hello,None
METALW-037744-0002,hola cuántos le ayudan,hello how many help you,None
METALW-037744-0003,Me gustaría pedir una pizza,I'd like to order a pizza,None
METALW-037744-0004,"ok, ¿cómo te gustaría","ok, how would you like",None
METALW-037744-0005,"Bueno, ¿hay alguna oferta en tres pizzas?","Well, is there an offer on three pizzas?",None
METALW-037744-0006,"Sí, ofrecemos un gran 3 cobertura para 10.00","Yes, we offer a large 3 coverage for 10.00",None
METALW-037744-0007,Tomaré ese gran 3 cobertura por favor,I'll take that big 3 coverage please,None
METALW-037744-0008,¿qué ingredientes te gustaría,what ingredients would you like,None
METALW-037744-0009,"pepperoni, sasauge y tocino canadiense","pepperoni, sasauge and Canadian bacon",None
METALW-037744-0010,"lo siento, todos estamos fuera de pepperonis","I'm sorry, we're all out of pepperonis",None
METALW-037744-0011,cancelar mi pizza por favor ...,cancel my pizza please ...,None
METALW-037744-0012,"Vale, gracias",Ok thank you,None
METALW-037744-0013,Adiós,Good bye,None
METALW-037745-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037745-0001,¿Hola?,Hello?,None
METALW-037745-0002,hola... ¿Puedo tener ayuda con el pedido de una pizza?,Hello... can I have help with ordering a pizza?,None
METALW-037745-0003,"Hola, necesito pedir una pizza.","Hi, I need to order a pizza.",None
METALW-037745-0004,¿Qué clase de cobertura te gustaría?,What kind of coverage would you like?,None
METALW-037745-0005,"Me gustaría pepperoni, anchoas y plástico por favor.","I'd like pepperoni, anchovies and plastic please.",None
METALW-037745-0006,¿plástico? El plástico no es una cobertura que tenemos,plastic? Plastic is not a coverage we have,None
METALW-037745-0007,"Oh, está bien. ¿Qué tal salchicha?","Oh, it's okay. How about sausage?",None
METALW-037745-0008,Podemos hacer salchicha Pizza estará listo en media hora,We can make sausage Pizza will be ready in half an hour,None
METALW-037745-0009,"¡Genial, gracias! ¿Cuál es el costo?","Great, thank you! What's the cost?",None
METALW-037745-0010,9.99 especial,9.99 special,None
METALW-037745-0011,¡Bien!,Not bad!,None
METALW-037746-0000,¿cómo puedo ayudarle,how can I help you,None
METALW-037746-0001,Hola me gustaría pedir una pizza gigante,Hi I'd like to order a giant pizza,None
METALW-037746-0002,"ok, ¿cómo te gustaría","ok, how would you like",None
METALW-037746-0003,¿Qué cobertura están disponibles?,What coverage are available?,None
METALW-037746-0004,"tenemos pepperoni, salchicha, cebolla, aceitunas, diferentes pimientos jamón","we have pepperoni, sausage, onion, olives, different ham peppers",None
METALW-037746-0005,¿Tienes jamón?,Do you have ham?,None
METALW-037746-0006,im lo siento acabo de comprobar y actualmente estamos agotados de jamón,im sorry I just checked and we are currently exhausted from ham,None
METALW-037746-0007,¿Tienes pollo?,Do you have chicken?,None
METALW-037746-0008,"no, tampoco tenemos pollo.","no, we don't have chicken either.",None
METALW-037746-0009,Bien. Sólo tengo una pizza con salchichas,Not bad. I only have one pizza with sausages,None
METALW-037746-0010,ok se puede conseguir una pizza con salchichas,ok you can get a pizza with sausages,None
METALW-037746-0011,gracias,Thank you,None
METALW-037747-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037747-0001,¿Puedes ayudarme a pedir una pizza?,Can you help me order a pizza?,None
METALW-037747-0002,¡Claro que puedo!,Of course I can!,None
METALW-037747-0003,¿La piña está disponible como cobertura?,Is pineapple available as topping?,None
METALW-037747-0004,"No, lo siento, no servimos piña.","No, I'm sorry, we don't serve pineapple.",None
METALW-037747-0005,¿Por qué no?,Why not?,None
METALW-037747-0006,El dueño es un fuerte creyente de que la piña no pertenece a la pizza.,The owner is a strong believer that pineapple doesn't belong to pizza.,None
METALW-037747-0007,"Ya veo. Bueno, ¿puedo conseguir una pizza grande con pepperoni, entonces?","I see. Well, can I get a big pizza with pepperoni, then?",None
METALW-037747-0008,"Lo siento, pero pepperoni no está disponible también.","I'm sorry, but pepperoni isn't available too.",None
METALW-037747-0009,¿El dueño no cree en pepperoni?,Doesn't the owner believe in pepperoni?,None
METALW-037747-0010,Todo el personal es mortalmente alérgico a pepperoni. Es bastante desafortunado.,All staff are mortally allergic to pepperoni. It's pretty unfortunate.,None
METALW-037747-0011,"Eso es horrible. Oh bueno, supongo que sólo pediré una pizza de queso","That's awful. Oh well, I guess I'll just order a cheese pizza.",None
METALW-037747-0012,Me encantaría pedir eso para ti. :),I'd love to ask that for you. :),None
METALW-037747-0013,genial quiero una pizza grande,great I want a big pizza,None
METALW-037747-0014,perfecto. ¡Subiendo ahora mismo!,perfect. Coming up right now!,None
METALW-037748-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037748-0001,Necesito pedir pizza de pizza hut,I need to order pizza hut,None
METALW-037748-0002,seguro. ¿Qué sabor?,sure. What flavor?,None
METALW-037748-0003,tres pepperonis pero con diferentes estilos,three pepperonis but with different styles,None
METALW-037748-0004,Nos hemos quedo sin pepperonis ahora mismo. ¿Qué tal jamón y queso?,We've gone without pepperonis right now. How about ham and cheese?,None
METALW-037748-0005,"Bien, quiero tres de esos. un plato profundo, un plato plano y otro regular","Okay, I want three of those. a deep dish, a flat plate and a regular dish",None
METALW-037748-0006,Bien. Preparándolo ahora.,Not bad. Preparing it now.,None
METALW-037748-0007,"Bien. oye, ¿sabías que cuando la pizza está en un bagel puedes comer pizza en cualquier momento!?! comida para pensar cuánto tiempo hasta que estén listos?","Not bad. Hey, did you know that when the pizza is in a bagel you can eat pizza at any time!?! food to think how long until they're ready?",None
METALW-037748-0008,10 minutos.,10 minutes.,None
METALW-037748-0009,¿Cuánto?,How much?,None
METALW-037748-0010,$15 cada uno,$15 each,None
METALW-037748-0011,¡Te enviaré la información de la tarjeta!,I'll send you the card information!,None
METALW-037748-0012,Bien. gracias,Not bad. Thank you,None
METALW-037749-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037749-0001,Necesito hacer una orden.,I need to make an order.,None
METALW-037749-0002,Bien,Not bad,None
METALW-037749-0003,Me gustaría 3 pizzas grandes.,I'd like three big pizzas.,None
METALW-037749-0004,¿De qué tipo en particular?,What kind in particular?,None
METALW-037749-0005,"Un jamón, un queso y un tocino.","A ham, a cheese and a bacon.",None
METALW-037749-0006,"Lo siento, pero el tocino no está disponible en este momento.","I'm sorry, but bacon isn't available right now.",None
METALW-037749-0007,Eso está bien. Hazlo con dos quesos.,That's ok. Do it with two cheeses.,None
METALW-037749-0008,"Bien, entonces, haciendo tus órdenes.","Well, then, doing your orders.",None
METALW-037749-0009,¿A qué hora puedo recogerlo?,What time can I pick it up?,None
METALW-037749-0010,Después de 15 minutos,After 15 minutes,None
METALW-037749-0011,Gracias,Thank you,None
METALW-037750-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037750-0001,Necesito una pizza que se muere de hambre,I need a pizza that's starving.,None
METALW-037750-0002,"Ok, ¿qué clase de pizza?","Okay, what kind of pizza?",None
METALW-037750-0003,Grande por favor,Big please,None
METALW-037750-0004,"Bien, ¿qué ingredientes?","Well, what ingredients?",None
METALW-037750-0005,Necesito tres ingredientes. El primero es pepperoni,I need three ingredients. The first is pepperoni,None
METALW-037750-0006,"Genial, ¿algo más?","Great, anything else?",None
METALW-037750-0007,el siguiente es el sasuage,next up is the sasuage,None
METALW-037750-0008,Entiendo,I understand,None
METALW-037750-0009,el último es el tocino,the last one is bacon,None
METALW-037750-0010,"Lo siento, pero no tenemos tocino en nuestra ubicación.","I'm sorry, but we don't have bacon in our location.",None
METALW-037750-0011,¡zurcir!,mend!,None
